lang,sentenceId,sys1,value1,sys2,value2
ro,268,QT21-HimL-SysComb,5,uedin-pbmt,5
de,269,uedin-nmt,3,uedin-syntax,3
de,269,uedin-pbmt,1,uedin-syntax,3
de,269,uedin-pbmt,1,uedin-syntax,3
de,269,uedin-nmt,3,uedin-syntax,3
de,270,uedin-nmt,1,uedin-pbmt,1
de,270,uedin-nmt,1,uedin-syntax,1
de,270,uedin-nmt,2,uedin-pbmt,2
de,270,uedin-nmt,2,uedin-syntax,2
de,270,uedin-nmt,1,uedin-pbmt,1
de,270,uedin-pbmt,1,uedin-syntax,1
de,270,uedin-nmt,2,uedin-pbmt,2
de,270,uedin-pbmt,2,uedin-syntax,2
de,270,uedin-nmt,1,uedin-syntax,1
de,270,uedin-pbmt,1,uedin-syntax,1
de,270,uedin-nmt,2,uedin-syntax,2
de,270,uedin-pbmt,2,uedin-syntax,2
ro,270,uedin-nmt,1,uedin-pbmt,5
ro,270,uedin-nmt,1,uedin-pbmt,5
de,271,uedin-nmt,2,uedin-pbmt,3
de,271,uedin-nmt,2,uedin-pbmt,3
ro,271,QT21-HimL-SysComb,4,uedin-pbmt,5
ro,271,QT21-HimL-SysComb,4,uedin-nmt,2
ro,271,QT21-HimL-SysComb,4,uedin-nmt,2
ro,271,QT21-HimL-SysComb,4,uedin-pbmt,5
de,272,uedin-nmt,1,uedin-syntax,1
de,272,uedin-nmt,1,uedin-pbmt,3
de,272,uedin-nmt,1,uedin-pbmt,3
de,272,uedin-nmt,1,uedin-syntax,1
de,273,uedin-nmt,4,uedin-syntax,5
de,273,uedin-nmt,4,uedin-syntax,5
ro,274,uedin-nmt,5,uedin-pbmt,3
ro,274,uedin-nmt,5,uedin-pbmt,3
de,275,uedin-nmt,1,uedin-pbmt,3
de,275,uedin-nmt,1,uedin-syntax,3
de,275,uedin-nmt,1,uedin-pbmt,3
de,275,uedin-nmt,1,uedin-syntax,3
de,275,uedin-nmt,1,uedin-pbmt,3
de,275,uedin-pbmt,3,uedin-syntax,3
de,275,uedin-nmt,1,uedin-pbmt,3
de,275,uedin-pbmt,3,uedin-syntax,3
de,275,uedin-pbmt,1,uedin-syntax,1
de,275,uedin-nmt,1,uedin-syntax,3
de,275,uedin-pbmt,3,uedin-syntax,3
de,275,uedin-nmt,1,uedin-syntax,3
de,275,uedin-pbmt,3,uedin-syntax,3
de,275,uedin-pbmt,1,uedin-syntax,1
ro,275,QT21-HimL-SysComb,1,uedin-nmt,1
ro,275,QT21-HimL-SysComb,1,uedin-pbmt,3
ro,275,QT21-HimL-SysComb,1,uedin-nmt,1
ro,275,uedin-nmt,1,uedin-pbmt,3
ro,275,QT21-HimL-SysComb,1,uedin-pbmt,3
ro,275,uedin-nmt,1,uedin-pbmt,3
de,276,uedin-nmt,1,uedin-syntax,2
de,276,uedin-nmt,1,uedin-syntax,2
de,277,uedin-nmt,1,uedin-pbmt,1
de,277,uedin-nmt,1,uedin-syntax,1
de,277,uedin-nmt,1,uedin-pbmt,1
de,277,uedin-pbmt,1,uedin-syntax,1
de,277,uedin-nmt,1,uedin-syntax,1
de,277,uedin-pbmt,1,uedin-syntax,1
de,278,uedin-nmt,3,uedin-syntax,3
de,278,uedin-nmt,3,uedin-syntax,3
de,279,uedin-nmt,4,uedin-syntax,2
de,279,uedin-nmt,2,uedin-syntax,1
de,279,uedin-pbmt,3,uedin-syntax,1
de,279,uedin-nmt,4,uedin-syntax,2
de,279,uedin-pbmt,3,uedin-syntax,1
de,279,uedin-nmt,2,uedin-syntax,1
ro,280,uedin-nmt,5,uedin-pbmt,5
ro,280,uedin-nmt,5,uedin-pbmt,5
ro,281,QT21-HimL-SysComb,5,uedin-nmt,5
ro,281,QT21-HimL-SysComb,5,uedin-nmt,5
de,282,uedin-nmt,1,uedin-pbmt,4
de,282,uedin-nmt,1,uedin-syntax,2
de,282,uedin-nmt,1,uedin-pbmt,4
de,282,uedin-pbmt,4,uedin-syntax,2
de,282,uedin-nmt,1,uedin-syntax,2
de,282,uedin-pbmt,4,uedin-syntax,2
ro,282,QT21-HimL-SysComb,1,uedin-nmt,1
ro,282,QT21-HimL-SysComb,1,uedin-nmt,1
de,283,uedin-nmt,2,uedin-syntax,2
de,283,uedin-nmt,2,uedin-pbmt,1
de,283,uedin-nmt,2,uedin-pbmt,1
de,283,uedin-nmt,2,uedin-syntax,2
ro,283,QT21-HimL-SysComb,1,uedin-nmt,1
ro,283,QT21-HimL-SysComb,1,uedin-pbmt,4
ro,283,QT21-HimL-SysComb,1,uedin-nmt,1
ro,283,uedin-nmt,1,uedin-pbmt,4
ro,283,QT21-HimL-SysComb,1,uedin-pbmt,4
ro,283,uedin-nmt,1,uedin-pbmt,4
de,284,uedin-nmt,1,uedin-pbmt,5
de,284,uedin-nmt,1,uedin-pbmt,5
ro,284,QT21-HimL-SysComb,1,uedin-nmt,1
ro,284,QT21-HimL-SysComb,1,uedin-nmt,1
ro,285,QT21-HimL-SysComb,1,uedin-nmt,1
ro,285,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,285,QT21-HimL-SysComb,1,uedin-nmt,1
ro,285,uedin-nmt,1,uedin-pbmt,1
ro,285,QT21-HimL-SysComb,1,uedin-pbmt,1
ro,285,uedin-nmt,1,uedin-pbmt,1
de,286,uedin-nmt,1,uedin-syntax,2
de,286,uedin-nmt,1,uedin-syntax,2
de,287,uedin-nmt,1,uedin-syntax,2
de,287,uedin-nmt,1,uedin-syntax,2
ro,287,QT21-HimL-SysComb,1,uedin-nmt,1
ro,287,QT21-HimL-SysComb,1,uedin-nmt,1
ro,288,QT21-HimL-SysComb,3,uedin-nmt,5
ro,288,QT21-HimL-SysComb,3,uedin-nmt,5
de,289,uedin-nmt,1,uedin-pbmt,1
de,289,uedin-nmt,4,uedin-pbmt,4
de,289,uedin-nmt,1,uedin-pbmt,1
de,289,uedin-nmt,4,uedin-pbmt,4
de,290,uedin-nmt,3,uedin-syntax,3
de,290,uedin-pbmt,5,uedin-syntax,3
de,290,uedin-pbmt,5,uedin-syntax,3
de,290,uedin-nmt,3,uedin-syntax,3
ro,290,QT21-HimL-SysComb,2,uedin-nmt,2
ro,290,QT21-HimL-SysComb,2,uedin-nmt,2
ro,290,QT21-HimL-SysComb,1,uedin-nmt,1
ro,290,QT21-HimL-SysComb,2,uedin-nmt,2
ro,290,QT21-HimL-SysComb,2,uedin-nmt,2
ro,290,QT21-HimL-SysComb,1,uedin-nmt,1
ro,291,QT21-HimL-SysComb,2,uedin-pbmt,1
ro,291,QT21-HimL-SysComb,2,uedin-pbmt,1
ro,292,QT21-HimL-SysComb,4,uedin-pbmt,4
ro,292,QT21-HimL-SysComb,4,uedin-nmt,5
ro,292,QT21-HimL-SysComb,4,uedin-nmt,5
ro,292,QT21-HimL-SysComb,4,uedin-pbmt,4
ro,293,QT21-HimL-SysComb,4,uedin-pbmt,4
ro,293,QT21-HimL-SysComb,4,uedin-nmt,5
ro,293,QT21-HimL-SysComb,4,uedin-nmt,5
ro,293,QT21-HimL-SysComb,4,uedin-pbmt,4
ro,294,QT21-HimL-SysComb,5,uedin-nmt,5
ro,294,QT21-HimL-SysComb,5,uedin-nmt,5
ro,295,uedin-nmt,5,uedin-pbmt,5
ro,295,uedin-nmt,5,uedin-pbmt,5
ro,296,QT21-HimL-SysComb,1,uedin-nmt,1
ro,296,QT21-HimL-SysComb,1,uedin-nmt,1
ro,297,QT21-HimL-SysComb,5,uedin-nmt,4
ro,297,QT21-HimL-SysComb,5,uedin-nmt,4
ro,298,QT21-HimL-SysComb,4,uedin-nmt,1
ro,298,QT21-HimL-SysComb,4,uedin-nmt,1
ro,299,QT21-HimL-SysComb,2,uedin-pbmt,2
ro,299,uedin-nmt,1,uedin-pbmt,2
ro,299,uedin-nmt,1,uedin-pbmt,2
ro,299,QT21-HimL-SysComb,2,uedin-pbmt,2
ro,300,QT21-HimL-SysComb,2,uedin-pbmt,2
ro,300,QT21-HimL-SysComb,2,uedin-nmt,5
ro,300,QT21-HimL-SysComb,2,uedin-nmt,5
ro,300,QT21-HimL-SysComb,2,uedin-pbmt,2
ro,301,QT21-HimL-SysComb,5,uedin-nmt,5
ro,301,QT21-HimL-SysComb,5,uedin-pbmt,5
ro,301,QT21-HimL-SysComb,5,uedin-nmt,5
ro,301,uedin-nmt,5,uedin-pbmt,5
ro,301,QT21-HimL-SysComb,5,uedin-pbmt,5
ro,301,uedin-nmt,5,uedin-pbmt,5
